digikey_pn,gridid,quantity,parametrics
CF14JT68K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT68K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT68K0'), ('Description', 'RES 68K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 68k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '68k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/468K5%RCT CF1/468K5%RCT-ND CF1/468KJRCT CF1/468KJRCT-ND CF14JT68K0CT')])"
CF14JT82K0CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT82K0CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT82K0'), ('Description', 'RES 82K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 82k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '82k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/482K5%RCT CF1/482K5%RCT-ND CF1/482KJRCT CF1/482KJRCT-ND CF14JT82K0CT')])"
CF14JT150KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT150KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT150K'), ('Description', 'RES 150K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 150k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '150k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4150K5%RCT CF1/4150K5%RCT-ND CF1/4150KJRCT CF1/4150KJRCT-ND CF14JT150KCT')])"
CF14JT180KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT180KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT180K'), ('Description', 'RES 180K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 180k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '180k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4180K5%RCT CF1/4180K5%RCT-ND CF1/4180KJRCT CF1/4180KJRCT-ND CF14JT180KCT')])"
CF14JT220KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT220KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT220K'), ('Description', 'RES 220K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 220k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '220k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4220K5%RCT CF1/4220K5%RCT-ND CF1/4220KJRCT CF1/4220KJRCT-ND CF14JT220KCT')])"
CF14JT270KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT270KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT270K'), ('Description', 'RES 270K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 270k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '270k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4270K5%RCT CF1/4270K5%RCT-ND CF1/4270KJRCT CF1/4270KJRCT-ND CF14JT270KCT')])"
CF14JT330KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT330KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT330K'), ('Description', 'RES 330K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 330k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '330k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4330K5%RCT CF1/4330K5%RCT-ND CF1/4330KJRCT CF1/4330KJRCT-ND CF14JT330KCT')])"
CF14JT390KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT390KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT390K'), ('Description', 'RES 390K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 390k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '390k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4390K5%RCT CF1/4390K5%RCT-ND CF1/4390KJRCT CF1/4390KJRCT-ND CF14JT390KCT')])"
CF14JT470KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT470KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT470K'), ('Description', 'RES 470K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 470k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '470k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4470K5%RCT CF1/4470K5%RCT-ND CF1/4470KJRCT CF1/4470KJRCT-ND CF14JT470KCT')])"
CF14JT560KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT560KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT560K'), ('Description', 'RES 560K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 560k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '560k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4560K5%RCT CF1/4560K5%RCT-ND CF1/4560KJRCT CF1/4560KJRCT-ND CF14JT560KCT')])"
CF14JT680KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT680KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT680K'), ('Description', 'RES 680K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 680k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '680k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4680K5%RCT CF1/4680K5%RCT-ND CF1/4680KJRCT CF1/4680KJRCT-ND CF14JT680KCT')])"
CF14JT820KCT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT820KCT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT820K'), ('Description', 'RES 820K OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 820k'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '820k'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -850ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/4820K5%RCT CF1/4820K5%RCT-ND CF1/4820KJRCT CF1/4820KJRCT-ND CF14JT820KCT')])"
CF14JT1M00CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT1M00CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT1M00'), ('Description', 'RES 1M OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 1m'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '1M'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -1500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/41M5%RCT CF1/41M5%RCT-ND CF1/41MJRCT CF1/41MJRCT-ND CF14JT1M00CT')])"
CF14JT1M20CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT1M20CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT1M20'), ('Description', 'RES 1.2M OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 1-2m'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '1.2M'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -1500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/41.2M5%RCT CF1/41.2M5%RCT-ND CF1/41.2MJRCT CF1/41.2MJRCT-ND CF14JT1M20CT')])"
CF14JT1M50CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT1M50CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT1M50'), ('Description', 'RES 1.5M OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 1-5m'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '1.5M'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -1500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/41.5M5%RCT CF1/41.5M5%RCT-ND CF1/41.5MJRCT CF1/41.5MJRCT-ND CF14JT1M50CT')])"
CF14JT1M80CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT1M80CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT1M80'), ('Description', 'RES 1.8M OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 1-8m'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '1.8M'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -1500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/41.8M5%RCT CF1/41.8M5%RCT-ND CF1/41.8MJRCT CF1/41.8MJRCT-ND CF14JT1M80CT')])"
CF14JT2M20CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT2M20CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT2M20'), ('Description', 'RES 2.2M OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 2-2m'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '2.2M'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -1500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/42.2M5%RCT CF1/42.2M5%RCT-ND CF1/42.2MJRCT CF1/42.2MJRCT-ND CF14JT2M20CT')])"
CF14JT2M70CT-ND,,500,"OrderedDict([('Digi-Key Part Number', 'CF14JT2M70CT-ND'), ('Manufacturer', 'Stackpole Electronics Inc.'), ('Manufacturer Part Number', 'CF14JT2M70'), ('Description', 'RES 2.7M OHM 1/4W 5% CARBON FILM'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'CF, CFM Series'), ('Product Photos', 'CF 2-7m'), ('RoHS Information', 'RoHS Compliance'), ('Catalog Drawings', 'CF, CD Series'), ('PCN Part Number', 'Global Part Number 9/Aug/2010'), ('EDA / CAD Models', 'Download from Accelerated Designs'), ('Standard Package', '1'), ('Category', 'Resistors'), ('Family', 'Through Hole Resistors'), ('Series', 'CF'), ('Packaging', 'Cut Tape (CT)'), ('Resistance (Ohms)', '2.7M'), ('Tolerance', '±5%'), ('Power (Watts)', '0.25W, 1/4W'), ('Composition', 'Carbon Film'), ('Features', 'Flame Retardant Coating, Safety'), ('Temperature Coefficient', '0/ -1500ppm/°C'), ('Operating Temperature', '-55°C ~ 155°C'), ('Package / Case', 'Axial'), ('Supplier Device Package', 'Axial'), ('Size / Dimension', '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)'), ('Height', '-'), ('Number of Terminations', '2'), ('Online Catalog', 'CF Series'), ('Other Names', 'CF1/42.7M5%RCT CF1/42.7M5%RCT-ND CF1/42.7MJRCT CF1/42.7MJRCT-ND CF14JT2M70CT')])"
