digikey_pn,gridid,quantity,parametrics,title,package,quickdesc,mfrpn,desc,code
CF14JT330KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT330K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4330K5%RCT \rCF1/4330K5%RCT-ND \rCF1/4330KJRCT \rCF1/4330KJRCT-ND \rCF14JT330KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT330KCT-ND', 'Resistance (Ohms)': '330k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 330k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 330K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 330kΩ",Axial,±5%,CF14JT330K,RES 330K OHM 1/4W 5% CARBON FILM,CF14JT330KCT-ND
CF14JT390KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT390K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4390K5%RCT \rCF1/4390K5%RCT-ND \rCF1/4390KJRCT \rCF1/4390KJRCT-ND \rCF14JT390KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT390KCT-ND', 'Resistance (Ohms)': '390k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 390k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 390K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 390kΩ",Axial,±5%,CF14JT390K,RES 390K OHM 1/4W 5% CARBON FILM,CF14JT390KCT-ND
CF14JT470KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT470K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4470K5%RCT \rCF1/4470K5%RCT-ND \rCF1/4470KJRCT \rCF1/4470KJRCT-ND \rCF14JT470KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT470KCT-ND', 'Resistance (Ohms)': '470k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 470k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 470K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 470kΩ",Axial,±5%,CF14JT470K,RES 470K OHM 1/4W 5% CARBON FILM,CF14JT470KCT-ND
CF14JT560KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT560K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4560K5%RCT \rCF1/4560K5%RCT-ND \rCF1/4560KJRCT \rCF1/4560KJRCT-ND \rCF14JT560KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT560KCT-ND', 'Resistance (Ohms)': '560k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 560k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 560K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 560kΩ",Axial,±5%,CF14JT560K,RES 560K OHM 1/4W 5% CARBON FILM,CF14JT560KCT-ND
CF14JT680KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT680K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4680K5%RCT \rCF1/4680K5%RCT-ND \rCF1/4680KJRCT \rCF1/4680KJRCT-ND \rCF14JT680KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT680KCT-ND', 'Resistance (Ohms)': '680k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 680k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 680K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 680kΩ",Axial,±5%,CF14JT680K,RES 680K OHM 1/4W 5% CARBON FILM,CF14JT680KCT-ND
CF14JT820KCT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT820K', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/4820K5%RCT \rCF1/4820K5%RCT-ND \rCF1/4820KJRCT \rCF1/4820KJRCT-ND \rCF14JT820KCT', 'Temperature Coefficient': '0/ -850ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT820KCT-ND', 'Resistance (Ohms)': '820k', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 820k', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 820K OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 820kΩ",Axial,±5%,CF14JT820K,RES 820K OHM 1/4W 5% CARBON FILM,CF14JT820KCT-ND
CF14JT1M00CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT1M00', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/41M5%RCT \rCF1/41M5%RCT-ND \rCF1/41MJRCT \rCF1/41MJRCT-ND \rCF14JT1M00CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT1M00CT-ND', 'Resistance (Ohms)': '1M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 1m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 1M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 1MΩ",Axial,±5%,CF14JT1M00,RES 1M OHM 1/4W 5% CARBON FILM,CF14JT1M00CT-ND
CF14JT1M20CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT1M20', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/41.2M5%RCT \rCF1/41.2M5%RCT-ND \rCF1/41.2MJRCT \rCF1/41.2MJRCT-ND \rCF14JT1M20CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT1M20CT-ND', 'Resistance (Ohms)': '1.2M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 1-2m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 1.2M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 1.2MΩ",Axial,±5%,CF14JT1M20,RES 1.2M OHM 1/4W 5% CARBON FILM,CF14JT1M20CT-ND
CF14JT1M50CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT1M50', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/41.5M5%RCT \rCF1/41.5M5%RCT-ND \rCF1/41.5MJRCT \rCF1/41.5MJRCT-ND \rCF14JT1M50CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT1M50CT-ND', 'Resistance (Ohms)': '1.5M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 1-5m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 1.5M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 1.5MΩ",Axial,±5%,CF14JT1M50,RES 1.5M OHM 1/4W 5% CARBON FILM,CF14JT1M50CT-ND
CF14JT1M80CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT1M80', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/41.8M5%RCT \rCF1/41.8M5%RCT-ND \rCF1/41.8MJRCT \rCF1/41.8MJRCT-ND \rCF14JT1M80CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT1M80CT-ND', 'Resistance (Ohms)': '1.8M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 1-8m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 1.8M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 1.8MΩ",Axial,±5%,CF14JT1M80,RES 1.8M OHM 1/4W 5% CARBON FILM,CF14JT1M80CT-ND
CF14JT2M20CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT2M20', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/42.2M5%RCT \rCF1/42.2M5%RCT-ND \rCF1/42.2MJRCT \rCF1/42.2MJRCT-ND \rCF14JT2M20CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT2M20CT-ND', 'Resistance (Ohms)': '2.2M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 2-2m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 2.2M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 2.2MΩ",Axial,±5%,CF14JT2M20,RES 2.2M OHM 1/4W 5% CARBON FILM,CF14JT2M20CT-ND
CF14JT2M70CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT2M70', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/42.7M5%RCT \rCF1/42.7M5%RCT-ND \rCF1/42.7MJRCT \rCF1/42.7MJRCT-ND \rCF14JT2M70CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT2M70CT-ND', 'Resistance (Ohms)': '2.7M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 2-7m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 2.7M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 2.7MΩ",Axial,±5%,CF14JT2M70,RES 2.7M OHM 1/4W 5% CARBON FILM,CF14JT2M70CT-ND
CF14JT3M30CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT3M30', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/43.3M5%RCT \rCF1/43.3M5%RCT-ND \rCF1/43.3MJRCT \rCF1/43.3MJRCT-ND \rCF14JT3M30CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT3M30CT-ND', 'Resistance (Ohms)': '3.3M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 3-3m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 3.3M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 3.3MΩ",Axial,±5%,CF14JT3M30,RES 3.3M OHM 1/4W 5% CARBON FILM,CF14JT3M30CT-ND
CF14JT3M90CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT3M90', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/43.9M5%RCT \rCF1/43.9M5%RCT-ND \rCF1/43.9MJRCT \rCF1/43.9MJRCT-ND \rCF14JT3M90CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT3M90CT-ND', 'Resistance (Ohms)': '3.9M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 3-9m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 3.9M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 3.9MΩ",Axial,±5%,CF14JT3M90,RES 3.9M OHM 1/4W 5% CARBON FILM,CF14JT3M90CT-ND
CF14JT4M70CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT4M70', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/44.7M5%RCT \rCF1/44.7M5%RCT-ND \rCF1/44.7MJRCT \rCF1/44.7MJRCT-ND \rCF14JT4M70CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT4M70CT-ND', 'Resistance (Ohms)': '4.7M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 4-7m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 4.7M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 4.7MΩ",Axial,±5%,CF14JT4M70,RES 4.7M OHM 1/4W 5% CARBON FILM,CF14JT4M70CT-ND
CF14JT5M60CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT5M60', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/45.6M5%RCT \rCF1/45.6M5%RCT-ND \rCF1/45.6MJRCT \rCF1/45.6MJRCT-ND \rCF14JT5M60CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT5M60CT-ND', 'Resistance (Ohms)': '5.6M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 5-6m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 5.6M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 5.6MΩ",Axial,±5%,CF14JT5M60,RES 5.6M OHM 1/4W 5% CARBON FILM,CF14JT5M60CT-ND
CF14JT6M80CT-ND,GRID,500,"{'Lead Free Status / RoHS Status': 'Lead free / RoHS Compliant', 'PCN Part Number': 'Global Part Number 9/Aug/2010', 'Operating Temperature': '-55°C ~ 155°C', 'Online Catalog': 'CF Series', 'Number of Terminations': '2', 'Family': 'Through Hole Resistors', 'Manufacturer Part Number': 'CF14JT6M80', 'EDA / CAD Models': 'Download from Accelerated Designs', 'Supplier Device Package': 'Axial', 'Features': 'Flame Retardant Coating, Safety', 'Series': 'CF', 'Catalog Drawings': 'CF, CD Series', 'Manufacturer': 'Stackpole Electronics Inc.', 'Other Names': 'CF1/46.8M5%RCT \rCF1/46.8M5%RCT-ND \rCF1/46.8MJRCT \rCF1/46.8MJRCT-ND \rCF14JT6M80CT', 'Temperature Coefficient': '0/ -1500ppm/°C', 'Datasheets': 'CF, CFM Series', 'Digi-Key Part Number': 'CF14JT6M80CT-ND', 'Resistance (Ohms)': '6.8M', 'Power (Watts)': '0.25W, 1/4W', 'Composition': 'Carbon Film', 'Tolerance': '±5%', 'Package / Case': 'Axial', 'Packaging': 'Cut Tape (CT)', 'Size / Dimension': '0.091"" Dia x 0.256"" L (2.30mm x 6.50mm)', 'Product Photos': 'CF 6-8m', 'Standard Package': '1', 'Moisture Sensitivity Level (MSL)': '1  (Unlimited)', 'RoHS Information': 'RoHS Compliance', 'Height': '-', 'Description': 'RES 6.8M OHM 1/4W 5% CARBON FILM', 'Category': 'Resistors'}","Res, 6.8MΩ",Axial,±5%,CF14JT6M80,RES 6.8M OHM 1/4W 5% CARBON FILM,CF14JT6M80CT-ND
