digikey_pn,grid,quantity,parametrics
493-7288-ND,,10,"OrderedDict([('Digi-Key Part Number', '493-7288-ND'), ('Manufacturer', 'Nichicon'), ('Manufacturer Part Number', 'LLS1J392MELZ'), ('Description', 'CAP ALUM 3900UF 20% 63V SNAP'), ('Lead Free Status / RoHS Status', 'Lead free / RoHS Compliant'), ('Moisture Sensitivity Level (MSL)', '1  (Unlimited)'), ('Datasheets', 'LLS SeriesSnap-In Terminal, Terminal-Shape'), ('Product Photos', 'Capacitor, Aluminum'), ('Product Training Modules', 'Snap-In Cap'), ('Featured Product', 'LLS Series Aluminum Electrolytic Capacitor'), ('Standard Package', '250'), ('Category', 'Capacitors'), ('Family', 'Aluminum Capacitors'), ('Series', 'LLS'), ('Packaging', 'Bulk'), ('Capacitance', '3900µF'), ('Tolerance', '±20%'), ('Voltage Rating', '63V'), ('ESR (Equivalent Series Resistance)', '-'), ('Lifetime @ Temp.', '3000 Hrs @ 85°C'), ('Operating Temperature', '-40°C ~ 85°C'), ('Type', 'Polar'), ('Applications', 'General Purpose'), ('Ripple Current', '3.09A'), ('Impedance', '-'), ('Lead Spacing', '0.394"" (10.00mm)'), ('Size / Dimension', '0.866"" Dia (22.00mm)'), ('Height - Seated (Max)', '1.654"" (42.00mm)'), ('Surface Mount Land Size', '-'), ('Mounting Type', 'Through Hole'), ('Package / Case', 'Radial, Can - Snap-In'), ('Online Catalog', 'LS Series'), ('Other Names', '493-7288 LLS1J392MELZ-ND')])"
